item.id;sentence;word.serial.no;word.id;morph.structure;number.morphemes;morphemes;stress.pos;stress.pos.syl;has.stress.variant;form.suff
;;914;бродил;(-л (суффикс), -и (суффикс), -брод- (корень));3;(-л (суффикс), -и (суффикс), -брод- (корень));5;2;;(-л (суффикс), -и (суффикс))
;;915;среди;(-среди- (корень));1;(-среди- (корень));5;2;;()
;;916;берёз;(-берёз- (корень));1;(-берёз- (корень));4;2;;()
;;917;жевал;(-л (суффикс), -а (суффикс), -жев- (корень));3;(-л (суффикс), -а (суффикс), -жев- (корень));4;2;;(-л (суффикс), -а (суффикс))
;;918;талый;(-тал- (корень), -ый (окончание));2;(-тал- (корень), -ый (окончание));2;1;;()
;;919;снег;(-снег- (корень));1;(-снег- (корень));3;1;;()
;;920;и;(-и- (корень));1;(-и- (корень));1;1;;()
;;921;поглядывал;(по- (приставка), -л (суффикс), -ыва (суффикс), -гляд- (корень));4;(по- (приставка), -л (суффикс), -ыва (суффикс), -гляд- (корень));5;2;;(-л (суффикс), -ыва (суффикс))
;;922;за;(-за- (корень));1;(-за- (корень));2;1;;()
;;923;реку;(-рек- (корень), -у (окончание));2;(-рек- (корень), -у (окончание));2;1;1;()
99;Приблизительно в центре тайги мопед упал в сугроб и сломался.;924;приблизительно;(-о (суффикс), -тельн (суффикс), -и (суффикс), при- (приставка), -близ- (корень));5;(-о (суффикс), -тельн (суффикс), -и (суффикс), при- (приставка), -близ- (корень));8;3;;()
;;925;в;(-в- (корень));1;(-в- (корень));;;;()
;;926;центре;(-центр- (корень), -е (окончание));2;(-центр- (корень), -е (окончание));2;1;;()
;;927;тайги;(-тайг- (корень), -и (окончание));2;(-тайг- (корень), -и (окончание));5;2;;()
;;928;мопед;(-мопед- (корень));1;(-мопед- (корень));4;2;;()
;;929;упал;(у- (приставка), -л (суффикс), -па- (корень));3;(у- (приставка), -л (суффикс), -па- (корень));3;2;;(-л (суффикс))
;;930;в;(-в- (корень));1;(-в- (корень));;;;()
;;931;сугроб;(су- (приставка), -гроб- (корень));2;(су- (приставка), -гроб- (корень));5;2;;()
;;932;и;(-и- (корень));1;(-и- (корень));1;1;;()
;;933;сломался;(с- (приставка), -ся (постфикс), -л (суффикс), -а (суффикс), -лом- (корень));5;(с- (приставка), -ся (постфикс), -л (суффикс), -а (суффикс), -лом- (корень));5;2;;(-л (суффикс), -а (суффикс))
100;Убедительно просим вас разборчиво заполнять купон, желательно печатными буквами.;934;убедительно;(-о (суффикс), -тельн (суффикс), -и (суффикс), -убед- (корень));4;(-о (суффикс), -тельн (суффикс), -и (суффикс), -убед- (корень));5;3;;()
;;935;просим;(-прос- (корень), -им (окончание));2;(-прос- (корень), -им (окончание));3;1;;()
;;936;вас;(-в- (корень), -ас (окончание));2;(-в- (корень), -ас (окончание));2;1;;()
;;937;разборчиво;(раз- (приставка), -о (суффикс), -чив (суффикс), -бор- (корень));4;(раз- (приставка), -о (суффикс), -чив (суффикс), -бор- (корень));5;2;;()
;;938;заполнять;(за- (приставка), -я (суффикс), -полн- (корень), -ть (суффикс));4;(за- (приставка), -я (суффикс), -полн- (корень), -ть (суффикс));7;3;;(-я (суффикс),  -ть (суффикс))
;;939;купон;(-купон- (корень));1;(-купон- (корень));4;2;;()
;;940;желательно;(-о (суффикс), -тельн (суффикс), -жела- (корень));3;(-о (суффикс), -тельн (суффикс), -жела- (корень));4;2;;()
;;941;печатными;(-н (суффикс), -печат- (корень), -ыми (окончание));3;(-н (суффикс), -печат- (корень), -ыми (окончание));4;2;;()
;;942;буквами;(-букв- (корень), -ами (окончание));2;(-букв- (корень), -ами (окончание));2;1;;()
101;За министром труда тянется целый шлейф финансовых скандалов.;943;за;(-за- (корень));1;(-за- (корень));2;1;;()
;;944;министром;(-министр- (корень), -ом (окончание));2;(-министр- (корень), -ом (окончание));4;2;;()
;;945;труда;(-труд- (корень), -а (окончание));2;(-труд- (корень), -а (окончание));5;2;;()
;;946;тянется;(-ся (постфикс), -н (суффикс), -тя- (корень), -ет (окончание));4;(-ся (постфикс), -н (суффикс), -тя- (корень), -ет (окончание));2;1;;(-н (суффикс))
;;947;целый;(-цел- (корень), -ый (окончание));2;(-цел- (корень), -ый (окончание));2;1;;()
;;948;шлейф;(-шлейф- (корень));1;(-шлейф- (корень));3;1;;()
;;949;финансовых;(-ов (суффикс), -финанс- (корень), -ых (окончание));3;(-ов (суффикс), -финанс- (корень), -ых (окончание));4;2;;()
;;950;скандалов;(-скандал- (корень), -ов (окончание));2;(-скандал- (корень), -ов (окончание));6;2;;()
102;А промывать манную крупу перед тем, как варить ее, не пробовали?;951;а;(-а- (корень));1;(-а- (корень));1;1;;()
;;952;промывать;(про- (приставка), -ва (суффикс), -мы- (корень), -ть (суффикс));4;(про- (приставка), -ва (суффикс), -мы- (корень), -ть (суффикс));7;3;;(-ва (суффикс),  -ть (суффикс))
;;953;манную;(-н (суффикс), -ман- (корень), -ую (окончание));3;(-н (суффикс), -ман- (корень), -ую (окончание));2;1;;()
;;954;крупу;(-круп- (корень), -у (окончание));2;(-круп- (корень), -у (окончание));5;2;1;()
;;955;перед;(-перед- (корень));1;(-перед- (корень));2;1;;()
;;956;тем;(-т- (корень), -ем (окончание));2;(-т- (корень), -ем (окончание));2;1;;()
;;957;как;(-как- (корень));1;(-как- (корень));2;1;;()
